"","answer.keys","n","size","trials_3.thisRepN","participant","gender","age"
"1325","right",4,4,7,"LPL","f",22
"1326","down",4,4,8,"LPL","f",22
"1327","down",4,4,9,"LPL","f",22
"1328","left",5,4,0,"LPL","f",22
"1329","left",5,4,1,"LPL","f",22
"1330","left",5,4,2,"LPL","f",22
"1331","down",5,4,3,"LPL","f",22
"1332","down",5,4,4,"LPL","f",22
"1333","down",1,3,0,"LPL","f",22
"1334","down",1,3,1,"LPL","f",22
"1335","left",3,4,0,"LPL","f",22
"1336","down",3,4,1,"LPL","f",22
"1337","down",3,4,2,"LPL","f",22
"1338","right",3,4,3,"LPL","f",22
"1339","down",3,4,4,"LPL","f",22
"1340","down",3,4,5,"LPL","f",22
"1341","left",3,4,6,"LPL","f",22
"1342","down",3,4,7,"LPL","f",22
"1343","down",3,4,8,"LPL","f",22
"1344","down",4,3,0,"LPL","f",22
"1345","down",4,3,1,"LPL","f",22
"1346","right",5,5,0,"LPL","f",22
"1347","down",5,5,1,"LPL","f",22
"1348","down",5,5,2,"LPL","f",22
"1349","left",4,5,0,"LPL","f",22
"1350","down",4,5,1,"LPL","f",22
"1351","down",4,5,2,"LPL","f",22
"1352","left",3,5,0,"LPL","f",22
"1353","left",3,5,1,"LPL","f",22
"1354","left",3,5,2,"LPL","f",22
"1355","down",3,5,3,"LPL","f",22
"1356","down",3,5,4,"LPL","f",22
"1357","down",6,1,0,"LPL","f",22
"1358","down",6,1,1,"LPL","f",22
"1359","left",6,1,2,"LPL","f",22
